,sio2,tio2,al2o3,feo,fe2o3,mno,na2o,k2o,mgo,cao,p2o5,h2o,T,viscosity,Author,Year
2745,65.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.0,763.8009399414063,12,Shvaiko-Shvaiko,1968
2746,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,1527.9987548828126,1,Shvaiko-Shvaiko,1968
2747,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,1332.342626953125,2,Shvaiko-Shvaiko,1968
2748,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,1200.5648559570313,3,Shvaiko-Shvaiko,1968
2749,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,1105.7726806640626,4,Shvaiko-Shvaiko,1968
2750,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,1034.311376953125,5,Shvaiko-Shvaiko,1968
2751,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,978.511328125,6,Shvaiko-Shvaiko,1968
2752,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,933.73251953125,7,Shvaiko-Shvaiko,1968
2753,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,897.0032104492187,8,Shvaiko-Shvaiko,1968
2754,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,866.331884765625,9,Shvaiko-Shvaiko,1968
2755,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,840.3339599609375,10,Shvaiko-Shvaiko,1968
2756,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,818.016943359375,11,Shvaiko-Shvaiko,1968
2757,65.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,15.0,0.0,0.0,798.650732421875,12,Shvaiko-Shvaiko,1968
2758,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,1559.5007080078126,1,Shvaiko-Shvaiko,1968
2759,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,1368.080419921875,2,Shvaiko-Shvaiko,1968
2760,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,1238.7204956054688,3,Shvaiko-Shvaiko,1968
2761,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,1145.4501098632813,4,Shvaiko-Shvaiko,1968
2762,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,1075.0153564453126,5,Shvaiko-Shvaiko,1968
2763,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,1019.9446166992187,6,Shvaiko-Shvaiko,1968
2764,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,975.7051147460937,7,Shvaiko-Shvaiko,1968
2765,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,939.387548828125,8,Shvaiko-Shvaiko,1968
2766,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,909.0389770507812,9,Shvaiko-Shvaiko,1968
2767,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,883.2994750976562,10,Shvaiko-Shvaiko,1968
2768,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,861.1932739257812,11,Shvaiko-Shvaiko,1968
2769,65.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,0.0,842.001806640625,12,Shvaiko-Shvaiko,1968
2770,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,1393.919287109375,1,Shvaiko-Shvaiko,1968
2771,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,1217.6488403320313,2,Shvaiko-Shvaiko,1968
2772,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,1096.2216552734376,3,Shvaiko-Shvaiko,1968
2773,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,1007.4882568359375,4,Shvaiko-Shvaiko,1968
2774,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,939.8113159179687,5,Shvaiko-Shvaiko,1968
2775,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,886.4906982421875,6,Shvaiko-Shvaiko,1968
2776,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,843.3963989257812,7,Shvaiko-Shvaiko,1968
2777,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,807.84384765625,8,Shvaiko-Shvaiko,1968
2778,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,778.0126098632813,9,Shvaiko-Shvaiko,1968
2779,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,752.6244567871094,10,Shvaiko-Shvaiko,1968
2780,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,730.7555603027344,11,Shvaiko-Shvaiko,1968
2781,60.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,711.7215942382813,12,Shvaiko-Shvaiko,1968
2782,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,1418.13974609375,1,Shvaiko-Shvaiko,1968
2783,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,1242.1935791015624,2,Shvaiko-Shvaiko,1968
2784,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,1121.0875610351563,3,Shvaiko-Shvaiko,1968
2785,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,1032.6391967773438,4,Shvaiko-Shvaiko,1968
2786,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,965.2082275390625,5,Shvaiko-Shvaiko,1968
2787,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,912.0987915039062,6,Shvaiko-Shvaiko,1968
2788,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,869.186376953125,7,Shvaiko-Shvaiko,1968
2789,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,833.7914184570312,8,Shvaiko-Shvaiko,1968
2790,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,804.0976928710937,9,Shvaiko-Shvaiko,1968
2791,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,778.8303283691406,10,Shvaiko-Shvaiko,1968
2792,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,757.0682434082031,11,Shvaiko-Shvaiko,1968
2793,60.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,738.1293701171875,12,Shvaiko-Shvaiko,1968
2794,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,1437.7934326171876,1,Shvaiko-Shvaiko,1968
2795,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,1274.5001586914063,2,Shvaiko-Shvaiko,1968
2796,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,1157.7692626953126,3,Shvaiko-Shvaiko,1968
2797,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,1070.1703247070313,4,Shvaiko-Shvaiko,1968
2798,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,1002.007666015625,5,Shvaiko-Shvaiko,1968
2799,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,947.45859375,6,Shvaiko-Shvaiko,1968
2800,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,902.8149169921875,7,Shvaiko-Shvaiko,1968
2801,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,865.6032470703125,8,Shvaiko-Shvaiko,1968
2802,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,834.1102661132812,9,Shvaiko-Shvaiko,1968
2803,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,807.1118530273437,10,Shvaiko-Shvaiko,1968
2804,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,783.7098449707031,11,Shvaiko-Shvaiko,1968
2805,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,763.23056640625,12,Shvaiko-Shvaiko,1968
2806,85.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1813.1496337890626,1,Shvaiko-Shvaiko,1968
2807,85.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1575.1496337890626,2,Shvaiko-Shvaiko,1968
2808,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1679.74326171875,1,Shvaiko-Shvaiko,1968
2809,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1446.8656982421876,2,Shvaiko-Shvaiko,1968
2810,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1282.9225219726563,3,Shvaiko-Shvaiko,1968
2811,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1161.2518676757813,4,Shvaiko-Shvaiko,1968
2812,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1067.3710693359376,5,Shvaiko-Shvaiko,1968
2813,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,992.7350219726562,6,Shvaiko-Shvaiko,1968
2814,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,931.976416015625,7,Shvaiko-Shvaiko,1968
2815,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,881.5539306640625,8,Shvaiko-Shvaiko,1968
2816,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,839.0368408203125,9,Shvaiko-Shvaiko,1968
2817,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,802.7011474609375,10,Shvaiko-Shvaiko,1968
2818,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,771.2901977539063,11,Shvaiko-Shvaiko,1968
2819,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,743.8662780761719,12,Shvaiko-Shvaiko,1968
2820,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1652.6149658203126,1,Shvaiko-Shvaiko,1968
2821,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1374.9914306640626,2,Shvaiko-Shvaiko,1968
2822,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1202.0788330078124,3,Shvaiko-Shvaiko,1968
2823,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,1084.0359252929688,4,Shvaiko-Shvaiko,1968
2824,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,998.3217529296875,5,Shvaiko-Shvaiko,1968
2825,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,933.25498046875,6,Shvaiko-Shvaiko,1968
2826,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,882.1770385742187,7,Shvaiko-Shvaiko,1968
2827,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,841.0145629882812,8,Shvaiko-Shvaiko,1968
2828,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,807.1357788085937,9,Shvaiko-Shvaiko,1968
2829,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,778.7645629882813,10,Shvaiko-Shvaiko,1968
2830,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,754.6588195800781,11,Shvaiko-Shvaiko,1968
2831,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,733.9238952636719,12,Shvaiko-Shvaiko,1968
2832,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1545.913427734375,1,Shvaiko-Shvaiko,1968
2833,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1310.5597900390626,2,Shvaiko-Shvaiko,1968
2834,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1158.6788696289063,3,Shvaiko-Shvaiko,1968
2835,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,1052.5516723632813,4,Shvaiko-Shvaiko,1968
2836,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,974.2099365234375,5,Shvaiko-Shvaiko,1968
2837,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,914.0047973632812,6,Shvaiko-Shvaiko,1968
2838,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,866.2916015625,7,Shvaiko-Shvaiko,1968
2839,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,827.5478271484375,8,Shvaiko-Shvaiko,1968
2840,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,795.4616455078125,9,Shvaiko-Shvaiko,1968
2841,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,768.452734375,10,Shvaiko-Shvaiko,1968
2842,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,745.4043640136719,11,Shvaiko-Shvaiko,1968
2843,70.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,725.5048583984375,12,Shvaiko-Shvaiko,1968
2844,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1465.9052490234376,1,Shvaiko-Shvaiko,1968
2845,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1260.5435546875,2,Shvaiko-Shvaiko,1968
2846,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1123.8586791992188,3,Shvaiko-Shvaiko,1968
2847,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1026.335546875,4,Shvaiko-Shvaiko,1968
2848,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,953.2526611328125,5,Shvaiko-Shvaiko,1968
2849,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,896.4457153320312,6,Shvaiko-Shvaiko,1968
2850,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,851.0222534179687,7,Shvaiko-Shvaiko,1968
2851,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,813.8722900390625,8,Shvaiko-Shvaiko,1968
2852,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,782.9240173339844,9,Shvaiko-Shvaiko,1968
2853,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,756.7441772460937,10,Shvaiko-Shvaiko,1968
2854,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,734.3095153808594,11,Shvaiko-Shvaiko,1968
2855,65.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,714.8700622558594,12,Shvaiko-Shvaiko,1968
2856,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1374.4391845703126,1,Shvaiko-Shvaiko,1968
2857,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1196.5982421875,2,Shvaiko-Shvaiko,1968
2858,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,1074.528662109375,3,Shvaiko-Shvaiko,1968
2859,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,985.5514282226562,4,Shvaiko-Shvaiko,1968
2860,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,917.8161376953125,5,Shvaiko-Shvaiko,1968
2861,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,864.527197265625,6,Shvaiko-Shvaiko,1968
2862,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,821.5083984375,7,Shvaiko-Shvaiko,1968
2863,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,786.051611328125,8,Shvaiko-Shvaiko,1968
2864,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,756.324072265625,9,Shvaiko-Shvaiko,1968
2865,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,731.0409606933594,10,Shvaiko-Shvaiko,1968
2866,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,709.2748779296875,11,Shvaiko-Shvaiko,1968
2867,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,690.339697265625,12,Shvaiko-Shvaiko,1968
2868,80.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,1753.15,1,Shvaiko-Shvaiko,1968
2869,80.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,1490.15,2,Shvaiko-Shvaiko,1968
2870,80.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,1313.15,3,Shvaiko-Shvaiko,1968
2871,80.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,1813.1496337890626,1,Shvaiko-Shvaiko,1968
2872,80.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,1575.1496337890626,2,Shvaiko-Shvaiko,1968
2873,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,1662.1685546875,1,Shvaiko-Shvaiko,1968
2874,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,1404.5275634765626,2,Shvaiko-Shvaiko,1968
2875,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,1239.2958129882813,3,Shvaiko-Shvaiko,1968
2876,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,1124.3163818359376,4,Shvaiko-Shvaiko,1968
2877,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,1039.690283203125,5,Shvaiko-Shvaiko,1968
2878,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,974.7994750976562,6,Shvaiko-Shvaiko,1968
2879,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,923.4614013671875,7,Shvaiko-Shvaiko,1968
2880,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,881.831640625,8,Shvaiko-Shvaiko,1968
2881,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,847.3942626953125,9,Shvaiko-Shvaiko,1968
2882,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,818.4335693359375,10,Shvaiko-Shvaiko,1968
2883,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,793.7392333984375,11,Shvaiko-Shvaiko,1968
2884,75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,0.0,0.0,772.4332641601562,12,Shvaiko-Shvaiko,1968
2885,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1686.9574951171876,1,Shvaiko-Shvaiko,1968
2886,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1437.8237060546876,2,Shvaiko-Shvaiko,1968
2887,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1276.9804443359376,3,Shvaiko-Shvaiko,1968
2888,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1164.5583862304688,4,Shvaiko-Shvaiko,1968
2889,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1081.5526489257813,5,Shvaiko-Shvaiko,1968
2890,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1017.7533935546875,6,Shvaiko-Shvaiko,1968
2891,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,967.1857055664062,7,Shvaiko-Shvaiko,1968
2892,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,926.1200927734375,8,Shvaiko-Shvaiko,1968
2893,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,892.1083129882812,9,Shvaiko-Shvaiko,1968
2894,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,863.47666015625,10,Shvaiko-Shvaiko,1968
2895,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,839.04208984375,11,Shvaiko-Shvaiko,1968
2896,75.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,817.9447998046875,12,Shvaiko-Shvaiko,1968
2897,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,1705.2741455078126,1,Shvaiko-Shvaiko,1968
2898,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,1479.8935302734376,2,Shvaiko-Shvaiko,1968
2899,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,1327.4904541015626,3,Shvaiko-Shvaiko,1968
2900,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,1217.5589965820313,4,Shvaiko-Shvaiko,1968
2901,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,1134.5163940429688,5,Shvaiko-Shvaiko,1968
2902,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,1069.57236328125,6,Shvaiko-Shvaiko,1968
2903,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,1017.3916381835937,7,Shvaiko-Shvaiko,1968
2904,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,974.5482543945312,8,Shvaiko-Shvaiko,1968
2905,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,938.7418579101562,9,Shvaiko-Shvaiko,1968
2906,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,908.3702758789062,10,Shvaiko-Shvaiko,1968
2907,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,882.2833618164062,11,Shvaiko-Shvaiko,1968
2908,75.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,859.6341918945312,12,Shvaiko-Shvaiko,1968
2909,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,1113.2600463867188,7,Shvaiko-Shvaiko,1968
2910,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,1068.2369750976563,8,Shvaiko-Shvaiko,1968
2911,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,1028.2529663085938,9,Shvaiko-Shvaiko,1968
2912,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,992.50693359375,10,Shvaiko-Shvaiko,1968
2913,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,960.358984375,11,Shvaiko-Shvaiko,1968
2914,75.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,931.291845703125,12,Shvaiko-Shvaiko,1968
2915,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1429.335546875,2,Ivanov O.G.,1969
2916,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1240.9847778320313,3,Ivanov O.G.,1969
2917,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1115.3903564453126,4,Ivanov O.G.,1969
2918,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,1025.6666625976563,5,Ivanov O.G.,1969
2919,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,958.3666137695312,6,Ivanov O.G.,1969
2920,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,906.0177368164062,7,Ivanov O.G.,1969
2921,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,864.1359619140625,8,Ivanov O.G.,1969
2922,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,829.8672241210937,9,Ivanov O.G.,1969
